INSERT INTO Registro_gimnasio VALUES('2023-05-15', 'A0200414'),
('2023-06-07', 'A0766824'),
('2023-06-07', 'A010225'),
('2023-06-07', 'A0955528'),
('2023-06-07', 'A0301791'),
('2023-06-07', 'A0582153'),
('2023-06-07', 'A0316853'),
('2023-06-07', 'A0106546'),
('2023-06-07', 'A0617048'),
('2023-06-07', 'A0543852'),
('2023-06-07', 'A0262213'),
('2023-06-07', 'A0986493'),
('2023-06-07', 'A0400530'),
('2023-06-07', 'A0287642'),
('2023-06-07', 'A0614426'),
('2023-06-07', 'A0618782'),
('2023-06-07', 'A0242157'),
('2023-06-07', 'A0175767'),
('2023-06-07', 'A0885264'),
('2023-06-07', 'A0774269'),
('2023-06-07', 'A0543741'),
('2023-06-07', 'A010324'),
('2023-06-07', 'A0419760'),
('2023-06-07', 'A0241480'),
('2023-06-07', 'A0748206'),
('2023-06-07', 'A0691971'),
('2023-06-07', 'A0274317'),
('2023-06-07', 'A0572401'),
('2023-06-07', 'A0998985'),
('2023-06-07', 'A0834737'),
('2023-06-07', 'A0680252'),
('2023-06-07', 'A0713707'),
('2023-06-07', 'A0599936'),
('2023-06-07', 'A0600983'),
('2023-06-07', 'A0694415'),
('2023-06-07', 'A0347363'),
('2023-06-07', 'A0181380'),
('2023-06-07', 'A0171472'),
('2023-06-07', 'A0170109'),
('2023-06-07', 'A0806884'),
('2023-06-07', 'A0616569'),
('2023-06-07', 'A0834692'),
('2023-06-07', 'A0802719'),
('2023-06-07', 'A0907945'),
('2023-06-07', 'A0216444'),
('2023-06-07', 'A0487908'),
('2023-06-07', 'A0535089'),
('2023-06-07', 'A0533952'),
('2023-06-07', 'A0183405'),
('2023-06-07', 'A0820473'),
('2023-06-07', 'A0208275'),
('2023-06-07', 'A0138476'),
('2023-06-07', 'A0178716'),
('2023-06-07', 'A0141598'),
('2023-06-07', 'A0113413'),
('2023-06-07', 'A0518197'),
('2023-06-07', 'A0508625'),
('2023-06-07', 'A0469787'),
('2023-06-07', 'A0763003'),
('2023-06-07', 'A0950775'),
('2023-06-07', 'A0702648'),
('2023-06-07', 'A0223049'),
('2023-06-07', 'A0145778'),
('2023-06-07', 'A0858554'),
('2023-06-07', 'A0437687'),
('2023-06-07', 'A0550430'),
('2023-06-07', 'A0795725'),
('2023-06-07', 'A077743'),
('2023-06-07', 'A0824126'),
('2023-06-07', 'A0320546'),
('2023-06-07', 'A0192953'),
('2023-06-07', 'A0974799'),
('2023-06-07', 'A0984968'),
('2023-06-07', 'A0331779'),
('2023-06-07', 'A0886695'),
('2023-06-07', 'A0122853'),
('2023-06-07', 'A0754812'),
('2023-06-07', 'A0147358'),
('2023-06-07', 'A0676447'),
('2023-06-07', 'A040671'),
('2023-06-07', 'A0853440'),
('2023-06-07', 'A0573783'),
('2023-06-07', 'A0496717'),
('2023-06-07', 'A0336204'),
('2023-06-07', 'A0776471'),
('2023-06-07', 'A0269355'),
('2023-06-07', 'A0166436'),
('2023-06-07', 'A0225780'),
('2023-06-07', 'A0939321'),
('2023-06-07', 'A0706173'),
('2023-06-07', 'A0204486'),
('2023-06-07', 'A0311387'),
('2023-06-07', 'A0582150'),
('2023-06-07', 'A0929132'),
('2023-06-07', 'A0733650'),
('2023-06-07', 'A0581867'),
('2023-06-07', 'A0899471'),
('2023-06-07', 'A0653378'),
('2023-06-07', 'A041666'),
('2023-06-07', 'A0662614'),
('2023-06-07', 'A0184607'),
('2023-06-07', 'A0167666'),
('2023-06-07', 'A0762396'),
('2023-06-07', 'A0657661'),
('2023-06-07', 'A0732779'),
('2023-06-07', 'A0465461'),
('2023-06-07', 'A0217793'),
('2023-06-07', 'A0207918'),
('2023-06-07', 'A0824723'),
('2023-06-07', 'A0738698'),
('2023-06-07', 'A0246046'),
('2023-06-07', 'A0327840'),
('2023-06-07', 'A0117385'),
('2023-06-07', 'A0810569'),
('2023-06-07', 'A0242695'),
('2023-06-07', 'A0618599'),
('2023-06-07', 'A0373897'),
('2023-06-07', 'A0632865'),
('2023-06-07', 'A0517114'),
('2023-06-07', 'A0611496'),
('2023-06-07', 'A0709786'),
('2023-06-07', 'A0308978'),
('2023-06-07', 'A0399129'),
('2023-06-07', 'A0543715'),
('2023-06-07', 'A0185321'),
('2023-06-07', 'A0552629'),
('2023-06-07', 'A0264983'),
('2023-06-07', 'A0567142'),
('2023-06-07', 'A0216580'),
('2023-06-07', 'A0983104'),
('2023-06-07', 'A0416349'),
('2023-06-07', 'A071570'),
('2023-06-07', 'A0413547'),
('2023-06-07', 'A0452468'),
('2023-06-07', 'A0280642'),
('2023-06-07', 'A0925716'),
('2023-06-07', 'A0423736'),
('2023-06-07', 'A0281926'),
('2023-06-07', 'A0623044'),
('2023-06-07', 'A0755174'),
('2023-06-07', 'A0771636'),
('2023-06-07', 'A074517'),
('2023-06-07', 'A0399910'),
('2023-06-07', 'A0159300'),
('2023-06-07', 'A0393808'),
('2023-06-07', 'A0858767'),
('2023-06-07', 'A0493003'),
('2023-06-07', 'A0466320'),
('2023-06-07', 'A054136'),
('2023-06-07', 'A0982806'),
('2023-06-07', 'A0546894'),
('2023-06-07', 'A0137619'),
('2023-06-07', 'A0598841'),
('2023-06-07', 'A0520771'),
('2023-06-07', 'A0550850'),
('2023-06-07', 'A0574247'),
('2023-06-07', 'A0541909'),
('2023-06-07', 'A0987376'),
('2023-06-07', 'A0879428'),
('2023-06-07', 'A0798996'),
('2023-06-07', 'A0945058'),
('2023-06-07', 'A0133274'),
('2023-06-07', 'A0183258'),
('2023-06-07', 'A0109657'),
('2023-06-07', 'A0860108'),
('2023-06-07', 'A0640920'),
('2023-06-07', 'A030187'),
('2023-06-07', 'A0194013'),
('2023-06-07', 'A0419938'),
('2023-06-07', 'A0624920'),
('2023-06-07', 'A0228681'),
('2023-06-07', 'A050274'),
('2023-06-07', 'A0768860'),
('2023-06-07', 'A0234818'),
('2023-06-07', 'A090971'),
('2023-06-07', 'A0387116'),
('2023-06-07', 'A0370939'),
('2023-06-07', 'A0317379'),
('2023-06-07', 'A0353228'),
('2023-06-07', 'A0524020'),
('2023-06-07', 'A0563328'),
('2023-06-07', 'A063950'),
('2023-06-07', 'A0279570'),
('2023-06-07', 'A0211306'),
('2023-06-07', 'A0808950'),
('2023-06-07', 'A0631808'),
('2023-06-07', 'A0320087'),
('2023-06-07', 'A0366779'),
('2023-06-07', 'A0186132'),
('2023-06-07', 'A063283'),
('2023-06-07', 'A0817621'),
('2023-06-07', 'A0856652'),
('2023-06-07', 'A0917099'),
('2023-06-07', 'A0771502'),
('2023-06-07', 'A0693349'),
('2023-06-07', 'A0329623'),
('2023-06-07', 'A0511041'),
('2023-06-07', 'A0230052'),
('2023-06-07', 'A0722117'),
('2023-06-07', 'A0509523'),
('2023-06-07', 'A0318262'),
('2023-06-07', 'A0151941'),
('2023-06-07', 'A0578899'),
('2023-06-07', 'A0332171'),
('2023-06-07', 'A0840750'),
('2023-06-07', 'A0660367'),
('2023-06-07', 'A0282407'),
('2023-06-07', 'A0744741'),
('2023-06-07', 'A0337535'),
('2023-06-07', 'A0208999'),
('2023-06-07', 'A0965961'),
('2023-06-07', 'A0644648'),
('2023-06-07', 'A0171725'),
('2023-06-07', 'A089928'),
('2023-06-07', 'A0615962'),
('2023-06-07', 'A0539831'),
('2023-06-07', 'A0533044'),
('2023-06-07', 'A0626787'),
('2023-06-07', 'A0259198'),
('2023-06-07', 'A0453068'),
('2023-06-07', 'A0498158'),
('2023-06-07', 'A0665161'),
('2023-06-07', 'A0128790'),
('2023-06-07', 'A0671841'),
('2023-06-07', 'A0864664'),
('2023-06-07', 'A0352838'),
('2023-06-07', 'A0600291'),
('2023-06-07', 'A090412'),
('2023-06-07', 'A0299229'),
('2023-06-07', 'A0262435'),
('2023-06-07', 'A09530'),
('2023-06-07', 'A0351391'),
('2023-06-07', 'A0525822'),
('2023-06-07', 'A0938589'),
('2023-06-07', 'A0794326'),
('2023-06-07', 'A0124243'),
('2023-06-07', 'A0841600'),
('2023-06-07', 'A0519945'),
('2023-06-07', 'A0825860'),
('2023-06-07', 'A0562595'),
('2023-06-07', 'A0870082'),
('2023-06-07', 'A0385831'),
('2023-06-07', 'A0505838'),
('2023-06-07', 'A0268488'),
('2023-06-07', 'A0686888');

 INSERT INTO Registro_gimnasio VALUES ('2023-06-07', 'A0272674'),
('2023-06-07', 'A0872783'),
('2023-06-07', 'A0495162'),
('2023-06-07', 'A0825491'),
('2023-06-07', 'A0367467'),
('2023-06-07', 'A0242106'),
('2023-06-07', 'A0889487'),
('2023-06-07', 'A0324018'),
('2023-06-07', 'A0914836'),
('2023-06-07', 'A0738512'),
('2023-06-07', 'A0607001'),
('2023-06-07', 'A0820506'),
('2023-06-07', 'A033155'),
('2023-06-07', 'A0961569'),
('2023-06-07', 'A0452268'),
('2023-06-07', 'A0478940'),
('2023-06-07', 'A0597383'),
('2023-06-07', 'A0175231'),
('2023-06-07', 'A0499452'),
('2023-06-07', 'A0295064'),
('2023-06-07', 'A0149410'),
('2023-06-07', 'A0346078'),
('2023-06-07', 'A0924656'),
('2023-06-07', 'A027565'),
('2023-06-07', 'A0885603'),
('2023-06-07', 'A0595724'),
('2023-06-07', 'A0813851'),
('2023-06-07', 'A0910826'),
('2023-06-07', 'A0351599'),
('2023-06-07', 'A0154504'),
('2023-06-07', 'A0389184'),
('2023-06-07', 'A0999289'),
('2023-06-07', 'A0117247'),
('2023-06-07', 'A0828925'),
('2023-06-07', 'A042424'),
('2023-06-07', 'A0313676'),
('2023-06-07', 'A0282061'),
('2023-06-07', 'A0846498'),
('2023-06-07', 'A0439320'),
('2023-06-07', 'A0212106'),
('2023-06-07', 'A0123950'),
('2023-06-07', 'A0536512'),
('2023-06-07', 'A0418508'),
('2023-06-07', 'A0386817'),
('2023-06-07', 'A0173238'),
('2023-06-07', 'A0464476'),
('2023-06-07', 'A0345163'),
('2023-06-07', 'A0529914'),
('2023-06-07', 'A0886284'),
('2023-06-07', 'A0132359'),
('2023-06-07', 'A0774348'),
('2023-06-07', 'A0369826'),
('2023-06-07', 'A0584071'),
('2023-06-07', 'A0210065'),
('2023-06-07', 'A0723718'),
('2023-06-07', 'A099479'),
('2023-06-07', 'A0930497'),
('2023-06-07', 'A0498814'),
('2023-06-07', 'A0926680'),
('2023-06-07', 'A0146130'),
('2023-06-07', 'A0698226'),
('2023-06-07', 'A0354462'),
('2023-06-07', 'A0150502'),
('2023-06-07', 'A0395064'),
('2023-06-07', 'A0951137'),
('2023-06-07', 'A0343570'),
('2023-06-07', 'A0857572'),
('2023-06-07', 'A0235579'),
('2023-06-07', 'A0609772'),
('2023-06-07', 'A0471992'),
('2023-06-07', 'A0840683'),
('2023-06-07', 'A0694633'),
('2023-06-07', 'A038559'),
('2023-06-07', 'A0724934'),
('2023-06-07', 'A0719301'),
('2023-06-07', 'A0309329'),
('2023-06-07', 'A0562090'),
('2023-06-07', 'A0966911'),
('2023-06-07', 'A072111'),
('2023-06-07', 'A0961429'),
('2023-06-07', 'A0271171'),
('2023-06-07', 'A0112059'),
('2023-06-07', 'A0640766'),
('2023-06-07', 'A0835090'),
('2023-06-07', 'A04440'),
('2023-06-07', 'A0273408'),
('2023-06-07', 'A0603812'),
('2023-06-07', 'A0809737'),
('2023-06-07', 'A0226326'),
('2023-06-07', 'A0600962'),
('2023-06-07', 'A0747897'),
('2023-06-07', 'A0191549'),
('2023-06-07', 'A0449516'),
('2023-06-07', 'A0959253'),
('2023-06-07', 'A0406017'),
('2023-06-07', 'A0679370'),
('2023-06-07', 'A0548957'),
('2023-06-07', 'A0569706'),
('2023-06-07', 'A0829582'),
('2023-06-07', 'A0706586'),
('2023-06-07', 'A0463480'),
('2023-06-07', 'A0146095'),
('2023-06-07', 'A091150'),
('2023-06-07', 'A0987509'),
('2023-06-07', 'A023761'),
('2023-06-07', 'A0506335'),
('2023-06-07', 'A031453'),
('2023-06-07', 'A0281801'),
('2023-06-07', 'A068563'),
('2023-06-07', 'A03899'),
('2023-06-07', 'A0680858'),
('2023-06-07', 'A0992437'),
('2023-06-07', 'A064525'),
('2023-06-07', 'A0992451'),
('2023-06-07', 'A0537485'),
('2023-06-07', 'A0138179'),
('2023-06-07', 'A0708234'),
('2023-06-07', 'A0498637'),
('2023-06-07', 'A0800248'),
('2023-06-07', 'A0534739'),
('2023-06-07', 'A0228448'),
('2023-06-07', 'A06811'),
('2023-06-07', 'A0863989'),
('2023-06-07', 'A0628366'),
('2023-06-07', 'A0307611'),
('2023-06-07', 'A0724597'),
('2023-06-07', 'A097671'),
('2023-06-07', 'A0436253'),
('2023-06-07', 'A0469696'),
('2023-06-07', 'A0992615'),
('2023-06-07', 'A0463797'),
('2023-06-07', 'A0832283'),
('2023-06-07', 'A0319412'),
('2023-06-07', 'A0585329'),
('2023-06-07', 'A0920927'),
('2023-06-07', 'A0534511'),
('2023-06-07', 'A0935480'),
('2023-06-07', 'A0437117'),
('2023-06-07', 'A053689'),
('2023-06-07', 'A0673608'),
('2023-06-07', 'A0391039'),
('2023-06-07', 'A0983125'),
('2023-06-07', 'A0911736'),
('2023-06-07', 'A0120684'),
('2023-06-07', 'A0261573'),
('2023-06-07', 'A0112771'),
('2023-06-07', 'A0614294'),
('2023-06-07', 'A0413387'),
('2023-06-07', 'A0806554'),
('2023-06-07', 'A0155732'),
('2023-06-07', 'A0312739'),
('2023-06-07', 'A0702976'),
('2023-06-07', 'A0291908'),
('2023-06-07', 'A0464760'),
('2023-06-07', 'A0517790'),
('2023-06-07', 'A0230775'),
('2023-06-07', 'A0955514'),
('2023-06-07', 'A0838821'),
('2023-06-07', 'A0265393'),
('2023-06-07', 'A0745782'),
('2023-06-07', 'A0826553'),
('2023-06-07', 'A0341376'),
('2023-06-07', 'A0844389'),
('2023-06-07', 'A0922035'),
('2023-06-07', 'A0384825'),
('2023-06-07', 'A072726'),
('2023-06-07', 'A0713576'),
('2023-06-07', 'A0687117'),
('2023-06-07', 'A0333500'),
('2023-06-07', 'A0101491'),
('2023-06-07', 'A0414917'),
('2023-06-07', 'A0894767'),
('2023-06-07', 'A0860738'),
('2023-06-07', 'A0772084'),
('2023-06-07', 'A013424'),
('2023-06-07', 'A0963662'),
('2023-06-07', 'A0670833'),
('2023-06-07', 'A0732382'),
('2023-06-07', 'A054087'),
('2023-06-07', 'A0551093'),
('2023-06-07', 'A0224903'),
('2023-06-07', 'A082326'),
('2023-06-07', 'A0782601'),
('2023-06-07', 'A0826321'),
('2023-06-07', 'A0146309'),
('2023-06-07', 'A0290090'),
('2023-06-07', 'A0365509'),
('2023-06-07', 'A0256431'),
('2023-06-07', 'A0514693'),
('2023-06-07', 'A0420744'),
('2023-06-07', 'A0538573'),
('2023-06-07', 'A0624250'),
('2023-06-07', 'A0975587'),
('2023-06-07', 'A098233'),
('2023-06-07', 'A0969963'),
('2023-06-07', 'A0331154'),
('2023-06-07', 'A0523295'),
('2023-06-07', 'A0714319'),
('2023-06-07', 'A0919676'),
('2023-06-07', 'A0243574'),
('2023-06-07', 'A0264730'),
('2023-06-07', 'A0788890'),
('2023-06-07', 'A0402637'),
('2023-06-07', 'A0475468'),
('2023-06-07', 'A0922022'),
('2023-06-07', 'A0415103'),
('2023-06-07', 'A0743322'),
('2023-06-07', 'A016083'),
('2023-06-07', 'A0146955'),
('2023-06-07', 'A0877785'),
('2023-06-07', 'A0189640'),
('2023-06-07', 'A0128403'),
('2023-06-07', 'A0994766'),
('2023-06-07', 'A0841242'),
('2023-06-07', 'A0319614'),
('2023-06-07', 'A0261532'),
('2023-06-07', 'A0995977'),
('2023-06-07', 'A0266612'),
('2023-06-07', 'A043459'),
('2023-06-07', 'A0196919'),
('2023-06-07', 'A0353028'),
('2023-06-07', 'A0758250'),
('2023-06-07', 'A0464414'),
('2023-06-07', 'A0358979'),
('2023-06-07', 'A0222677'),
('2023-06-07', 'A0377329'),
('2023-06-07', 'A0695740'),
('2023-06-07', 'A0910306'),
('2023-06-07', 'A0695562'),
('2023-06-07', 'A0890317'),
('2023-06-07', 'A076346'),
('2023-06-07', 'A0902704'),
('2023-06-07', 'A073296'),
('2023-06-07', 'A0500556'),
('2023-06-07', 'A074843'),
('2023-06-07', 'A0303771'),
('2023-06-07', 'A0250403'),
('2023-06-07', 'A010235'),
('2023-06-07', 'A0157001'),
('2023-06-07', 'A0413716'),
('2023-06-07', 'A0467825'),
('2023-06-07', 'A0963507'),
('2023-06-07', 'A011411'),
('2023-06-07', 'A0591347'),
('2023-06-07', 'A0528293'),
('2023-06-07', 'A0272938'),
('2023-06-07', 'A0853797'),
('2023-06-07', 'A0784836'),
('2023-06-07', 'A0893862'),
('2023-06-07', 'A0205074'),
('2023-06-07', 'A0121073'),
('2023-06-07', 'A0441468'),
('2023-06-07', 'A043686'),
('2023-06-07', 'A0624456'),
('2023-06-07', 'A0805600'),
('2023-06-07', 'A0600565'),
('2023-06-07', 'A0418177'),
('2023-06-07', 'A0160829'),
('2023-06-07', 'A0225621'),
('2023-06-07', 'A0573613'),
('2023-06-07', 'A0301787'),
('2023-06-07', 'A0286057'),
('2023-06-07', 'A0823338'),
('2023-06-07', 'A0941211'),
('2023-06-07', 'A0793264'),
('2023-06-07', 'A0938105'),
('2023-06-07', 'A0624752'),
('2023-06-07', 'A0756588'),
('2023-06-07', 'A0654962'),
('2023-06-07', 'A0173413'),
('2023-06-07', 'A0810737'),
('2023-06-07', 'A095474'),
('2023-06-07', 'A0554740'),
('2023-06-07', 'A0312976'),
('2023-06-07', 'A0359542'),
('2023-06-07', 'A0196817'),
('2023-06-07', 'A0734157'),
('2023-06-07', 'A0713589'),
('2023-06-07', 'A0309654'),
('2023-06-07', 'A06487'),
('2023-06-07', 'A0660953'),
('2023-06-07', 'A0294119'),
('2023-06-07', 'A0469407'),
('2023-06-07', 'A0888089'),
('2023-06-07', 'A0669471'),
('2023-06-07', 'A049223'),
('2023-06-07', 'A0407335'),
('2023-06-07', 'A0175555'),
('2023-06-07', 'A0220877'),
('2023-06-07', 'A0505047'),
('2023-06-07', 'A0925031'),
('2023-06-07', 'A0383882'),
('2023-06-07', 'A0655980'),
('2023-06-07', 'A0203833'),
('2023-06-07', 'A0309378'),
('2023-06-07', 'A0379589'),
('2023-06-07', 'A0298749'),
('2023-06-07', 'A0779505'),
('2023-06-07', 'A0553725'),
('2023-06-07', 'A0470789'),
('2023-06-07', 'A0146114'),
('2023-06-07', 'A0151892'),
('2023-06-07', 'A0525723'),
('2023-06-07', 'A0720050'),
('2023-06-07', 'A0959349'),
('2023-06-07', 'A0324852'),
('2023-06-07', 'A0622119'),
('2023-06-07', 'A0993580'),
('2023-06-07', 'A0455875'),
('2023-06-07', 'A0762737'),
('2023-06-07', 'A0594180'),
('2023-06-07', 'A0853300'),
('2023-06-07', 'A0494744'),
('2023-06-07', 'A0360211'),
('2023-06-07', 'A0335758'),
('2023-06-07', 'A0502116'),
('2023-06-07', 'A0315784'),
('2023-06-07', 'A0902456'),
('2023-06-07', 'A0885464'),
('2023-06-07', 'A0933758'),
('2023-06-07', 'A0134845'),
('2023-06-07', 'A0446395'),
('2023-06-07', 'A0545572'),
('2023-06-07', 'A0429730'),
('2023-06-07', 'A062755'),
('2023-06-07', 'A052090'),
('2023-06-07', 'A0522852'),
('2023-06-07', 'A0704505'),
('2023-06-07', 'A0873664'),
('2023-06-07', 'A0398760'),
('2023-06-07', 'A0535491'),
('2023-06-07', 'A0477328'),
('2023-06-07', 'A0658309'),
('2023-06-07', 'A0113161'),
('2023-06-07', 'A0991063'),
('2023-06-07', 'A0126939'),
('2023-06-07', 'A0308876'),
('2023-06-07', 'A0395774'),
('2023-06-07', 'A0964354'),
('2023-06-07', 'A0197847'),
('2023-06-07', 'A0992007'),
('2023-06-07', 'A0281573'),
('2023-06-07', 'A0882050'),
('2023-06-07', 'A0807155'),
('2023-06-07', 'A0327890'),
('2023-06-07', 'A0938464'),
('2023-06-07', 'A0346228'),
('2023-06-07', 'A0638435'),
('2023-06-07', 'A038396'),
('2023-06-07', 'A0391316'),
('2023-06-07', 'A0979158'),
('2023-06-07', 'A0526452'),
('2023-06-07', 'A0482769'),
('2023-06-07', 'A0800272'),
('2023-06-07', 'A0750546'),
('2023-06-07', 'A0355979'),
('2023-06-07', 'A0778085'),
('2023-06-07', 'A0492933'),
('2023-06-07', 'A0288053'),
('2023-06-07', 'A0512878'),
('2023-06-07', 'A0780640'),
('2023-06-07', 'A0385874'),
('2023-06-07', 'A0144808'),
('2023-06-07', 'A0622449'),
('2023-06-07', 'A0401449'),
('2023-06-07', 'A0474073'),
('2023-06-07', 'A0467153'),
('2023-06-07', 'A0990415'),
('2023-06-07', 'A0118314'),
('2023-06-07', 'A0719952'),
('2023-06-07', 'A0941734'),
('2023-06-07', 'A0788209'),
('2023-06-07', 'A0567225'),
('2023-06-07', 'A0550418'),
('2023-06-07', 'A0390404'),
('2023-06-07', 'A0704428'),
('2023-06-07', 'A0316888'),
('2023-06-07', 'A0114748'),
('2023-06-07', 'A0365013'),
('2023-06-07', 'A0514577'),
('2023-06-07', 'A0128276'),
('2023-06-07', 'A0203217'),
('2023-06-07', 'A0318710'),
('2023-06-07', 'A070065'),
('2023-06-07', 'A0366646'),
('2023-06-07', 'A036345'),
('2023-06-07', 'A0298324'),
('2023-06-07', 'A0797592'),
('2023-06-07', 'A0891793'),
('2023-06-07', 'A0734472'),
('2023-06-07', 'A0970955'),
('2023-06-07', 'A0933710'),
('2023-06-07', 'A0267953'),
('2023-06-07', 'A0662345'),
('2023-06-07', 'A088130'),
('2023-06-07', 'A0794583'),
('2023-06-07', 'A015054'),
('2023-06-07', 'A0446054'),
('2023-06-07', 'A0981851'),
('2023-06-07', 'A0711526'),
('2023-06-07', 'A052851'),
('2023-06-07', 'A0551849'),
('2023-06-07', 'A0909294'),
('2023-06-07', 'A089423'),
('2023-06-07', 'A0650459'),
('2023-06-07', 'A0100835'),
('2023-06-07', 'A0127221'),
('2023-06-07', 'A0861047'),
('2023-06-07', 'A0345714'),
('2023-06-07', 'A0805868'),
('2023-06-07', 'A0361112'),
('2023-06-07', 'A0966528'),
('2023-06-07', 'A0447930'),
('2023-06-07', 'A0712044'),
('2023-06-07', 'A0104158'),
('2023-06-07', 'A085529'),
('2023-06-07', 'A0292374'),
('2023-06-07', 'A0331278'),
('2023-06-07', 'A0705098'),
('2023-06-07', 'A0687068'),
('2023-06-07', 'A0578564'),
('2023-06-07', 'A0367851'),
('2023-06-07', 'A0217624'),
('2023-06-07', 'A0823844'),
('2023-06-07', 'A0533452'),
('2023-06-07', 'A0370393'),
('2023-06-07', 'A0560141'),
('2023-06-07', 'A0546710'),
('2023-06-07', 'A0624832'),
('2023-06-07', 'A0139372'),
('2023-06-07', 'A0716104'),
('2023-06-07', 'A0207866'),
('2023-06-07', 'A0800453'),
('2023-06-07', 'A0441062'),
('2023-06-07', 'A0309969'),
('2023-06-07', 'A097402'),
('2023-06-07', 'A028057'),
('2023-06-07', 'A02381'),
('2023-06-07', 'A0454014'),
('2023-06-07', 'A0629369'),
('2023-06-07', 'A0491356'),
('2023-06-07', 'A0246749'),
('2023-06-07', 'A0561376'),
('2023-06-07', 'A0862158'),
('2023-06-07', 'A0479203'),
('2023-06-07', 'A0402121'),
('2023-06-07', 'A0706082'),
('2023-06-07', 'A0353920'),
('2023-06-07', 'A0942121'),
('2023-06-07', 'A0573468'),
('2023-06-08', 'A0911909'),
('2023-06-08', 'A0502986'),
('2023-06-08', 'A022899'),
('2023-06-08', 'A059294'),
('2023-06-08', 'A0948653'),
('2023-06-08', 'A0119723'),
('2023-06-08', 'A0605191'),
('2023-06-08', 'A0515201'),
('2023-06-08', 'A0539038'),
('2023-06-08', 'A0442356'),
('2023-06-08', 'A0623463'),
('2023-06-08', 'A0302240'),
('2023-06-08', 'A0508796'),
('2023-06-08', 'A0591320'),
('2023-06-08', 'A0371327'),
('2023-06-08', 'A0782244'),
('2023-06-08', 'A059612'),
('2023-06-08', 'A0408506'),
('2023-06-08', 'A0534729'),
('2023-06-08', 'A0966487'),
('2023-06-08', 'A0741856'),
('2023-06-08', 'A0361623'),
('2023-06-08', 'A0154622'),
('2023-06-08', 'A0112254'),
('2023-06-08', 'A0222804'),
('2023-06-08', 'A0523136'),
('2023-06-08', 'A0298347'),
('2023-06-08', 'A0663334'),
('2023-06-08', 'A0776868'),
('2023-06-08', 'A0715573'),
('2023-06-08', 'A0472824'),
('2023-06-08', 'A0284044'),
('2023-06-08', 'A091541'),
('2023-06-08', 'A0252617'),
('2023-06-08', 'A0757908'),
('2023-06-08', 'A0122346'),
('2023-06-08', 'A0649346'),
('2023-06-08', 'A0770622'),
('2023-06-08', 'A0353541'),
('2023-06-08', 'A0937680'),
('2023-06-08', 'A0434745'),
('2023-06-08', 'A0684355'),
('2023-06-08', 'A0509240'),
('2023-06-08', 'A0741279'),
('2023-06-08', 'A0319055'),
('2023-06-08', 'A0407926'),
('2023-06-08', 'A0602884'),
('2023-06-08', 'A040587'),
('2023-06-08', 'A0191835'),
('2023-06-08', 'A0220458'),
('2023-06-08', 'A0724678'),
('2023-06-08', 'A0724044'),
('2023-06-08', 'A0867339'),
('2023-06-08', 'A0972578'),
('2023-06-08', 'A0946049'),
('2023-06-08', 'A0712703'),
('2023-06-08', 'A0917811'),
('2023-06-08', 'A0288997'),
('2023-06-08', 'A0815348'),
('2023-06-08', 'A0935403'),
('2023-06-08', 'A0672037'),
('2023-06-08', 'A0621571'),
('2023-06-08', 'A0371017'),
('2023-06-08', 'A0902252'),
('2023-06-08', 'A0570565'),
('2023-06-08', 'A0381687'),
('2023-06-08', 'A0863805'),
('2023-06-08', 'A0877206'),
('2023-06-08', 'A012832'),
('2023-06-08', 'A0464924'),
('2023-06-08', 'A0804049'),
('2023-06-08', 'A0462911'),
('2023-06-08', 'A0992086'),
('2023-06-08', 'A0565458'),
('2023-06-08', 'A0597536'),
('2023-06-08', 'A018802'),
('2023-06-08', 'A0376274'),
('2023-06-08', 'A0282829'),
('2023-06-08', 'A0325637'),
('2023-06-08', 'A0243580'),
('2023-06-08', 'A0761227'),
('2023-06-08', 'A0731182'),
('2023-06-08', 'A0977376'),
('2023-06-08', 'A0257812'),
('2023-06-08', 'A029894'),
('2023-06-08', 'A0552859'),
('2023-06-08', 'A0834570'),
('2023-06-08', 'A0885597'),
('2023-06-08', 'A0306236'),
('2023-06-08', 'A0806695'),
('2023-06-08', 'A0979299'),
('2023-06-08', 'A0758128'),
('2023-06-08', 'A0688446'),
('2023-06-08', 'A0415143'),
('2023-06-08', 'A097659'),
('2023-06-08', 'A0819820'),
('2023-06-08', 'A0663545'),
('2023-06-08', 'A063980'),
('2023-06-08', 'A0848114'),
('2023-06-08', 'A0984632'),
('2023-06-08', 'A0942532'),
('2023-06-08', 'A0546768'),
('2023-06-08', 'A068323'),
('2023-06-08', 'A0155149'),
('2023-06-08', 'A0279052'),
('2023-06-08', 'A0532083'),
('2023-06-08', 'A0169266'),
('2023-06-08', 'A0217195'),
('2023-06-08', 'A0404198'),
('2023-06-08', 'A0444557'),
('2023-06-08', 'A0842369'),
('2023-06-08', 'A0947029'),
('2023-06-08', 'A0644131'),
('2023-06-08', 'A0783859'),
('2023-06-08', 'A09273'),
('2023-06-08', 'A0501151'),
('2023-06-08', 'A0227619'),
('2023-06-08', 'A0199157'),
('2023-06-08', 'A0120345'),
('2023-06-08', 'A0106088'),
('2023-06-08', 'A0757734'),
('2023-06-08', 'A047869'),
('2023-06-08', 'A0308427'),
('2023-06-08', 'A0421647'),
('2023-06-08', 'A0918897'),
('2023-06-08', 'A0209814'),
('2023-06-08', 'A0320868'),
('2023-06-08', 'A067743'),
('2023-06-08', 'A060795'),
('2023-06-08', 'A0120279'),
